text,emotion
This assignment is taking forever and nothing works seriously,Frustrated
I've got this assignment figured out completely during class,Confident
I keep getting a different answer than the textbook today,Confused
I'd like to explore this idea further after class,Curious
"Same review material again, I've heard this five times honestly",Bored
"I'm so annoyed, the code keeps throwing the same error again",Frustrated
This homework is repetitive and uninteresting right now,Bored
"Wait, how did we get this answer, I'm lost",Confused
I'd like to explore this idea further after class seriously,Curious
"Can you explain that step again, it doesn't make sense seriously",Confused
How does this relate to what we learned last week right now,Curious
I keep getting a different answer than the textbook right now,Confused
Why does this keep failing no matter what I try during class,Frustrated
I've got this assignment figured out completely right now,Confident
I don't understand this formula at all right now,Confused
I understand this topic really well now today,Confident
Nothing about this group project is going smoothly again,Frustrated
I've got this assignment figured out completely today,Confident
I keep getting a different answer than the textbook honestly,Confused
"Wait, why does this formula work like that",Curious
I'd like to explore this idea further after class,Curious
I feel ready for the presentation tomorrow seriously,Confident
How does this relate to what we learned last week honestly,Curious
"This is fascinating, what happens if we change this variable",Curious
This assignment instructions are so unclear during class,Confused
Nothing about this topic holds my attention today again,Bored
This assignment instructions are so unclear seriously,Confused
"Wait, why does this formula work like that today",Curious
